customer_id,date,item
C0019,2025-07-30,Coffee Maker
C0019,2025-07-30,Nozzle Attachment
C0020,2025-07-04,Dryer
C0020,2025-07-04,Maintenance Plan
C0020,2025-07-06,Dryer
C0020,2025-07-06,HEPA Filter
C0021,2025-05-03,Dishwasher
C0021,2025-05-03,Rinse Aid
C0021,2025-05-03,Pressure Washer
C0021,2025-05-11,Outdoor Fire Pit
C0021,2025-06-06,Portable Heater
C0021,2025-06-06,HEPA Filter
C0021,2025-06-06,Vacuum Bags
C0021,2025-06-06,Extended Warranty
C0021,2025-07-12,Pressure Washer
C0021,2025-07-12,Maintenance Plan
C0021,2025-07-14,Refrigerator
C0021,2025-08-06,Grill
C0021,2025-08-06,Washer Hoses
C0022,2025-04-17,Food Processor
C0022,2025-04-17,Descaler
C0022,2025-05-20,Blender
C0022,2025-05-20,Outdoor Fire Pit
C0022,2025-05-27,Stand Mixer
C0022,2025-05-27,Vacuum Bags
C0022,2025-05-27,Recipe Book
C0022,2025-05-27,Microwave Trim Kit
C0022,2025-06-05,Dishwasher
C0022,2025-06-05,Spare Blades
C0022,2025-06-05,Propane Tank
C0022,2025-06-05,Maintenance Plan
C0022,2025-06-22,Microwave
C0022,2025-06-22,Mop Attachment
C0022,2025-06-22,Water Filter
C0022,2025-06-22,Maintenance Plan
C0022,2025-07-12,Stand Mixer
C0022,2025-07-12,Nozzle Set
C0022,2025-07-12,Stacking Kit
C0022,2025-07-12,Remote Control
C0023,2025-05-13,Air Purifier
C0023,2025-05-13,Cushion Covers
C0023,2025-05-13,Toaster Oven
C0023,2025-05-13,Recipe Book
C0023,2025-05-21,Grill
C0023,2025-05-21,Rinse Aid
C0024,2025-04-28,Leaf Blower
C0024,2025-04-28,Extra Filters
C0024,2025-04-28,Blade Assembly
C0024,2025-04-28,Microwave Trim Kit
C0024,2025-05-15,Coffee Maker
C0024,2025-05-15,Extended Warranty
C0024,2025-05-15,Maintenance Plan
C0024,2025-06-19,Stand Mixer
C0024,2025-06-19,Pouring Shield
C0024,2025-06-19,Vacuum
C0024,2025-06-19,Nozzle Attachment
C0024,2025-06-19,Maintenance Plan
C0024,2025-07-21,Stand Mixer
C0024,2025-07-21,Lint Trap
C0024,2025-07-21,Light Kit
C0024,2025-07-21,Extra Pitcher
C0024,2025-07-21,Maintenance Plan
C0024,2025-07-22,Stand Mixer
C0024,2025-07-22,Spare Blades
C0024,2025-07-22,Leaf Blower
C0024,2025-07-27,Ceiling Fan
C0024,2025-07-27,Drain Hose
C0024,2025-07-27,Maintenance Plan
C0025,2025-05-17,Blender
C0025,2025-05-17,Foam Cannon
C0025,2025-05-17,Hose Extension
C0025,2025-05-17,Maintenance Plan
C0025,2025-07-08,Dishwasher
C0025,2025-07-08,Foam Cannon
C0025,2025-07-08,Coffee Filters
C0025,2025-07-08,Outdoor Fire Pit
C0025,2025-07-22,Microwave
C0025,2025-07-22,Nozzle Attachment
C0025,2025-07-22,Firewood Rack
C0026,2025-04-14,Coffee Maker
C0026,2025-04-14,Lint Trap
C0026,2025-04-14,Descaler
C0026,2025-04-14,Vacuum
C0026,2025-04-22,Dryer
C0026,2025-04-22,Remote Control
C0026,2025-04-22,Slicing Blade Set
C0026,2025-04-22,Washer Hoses
C0027,2025-05-05,Range
C0027,2025-05-05,Cast Iron Griddle
C0027,2025-05-05,Blade Assembly
C0027,2025-05-05,Leaf Blower
C0027,2025-05-23,Slow Cooker
C0027,2025-05-23,Washer
C0027,2025-05-23,Toaster Oven
C0027,2025-05-23,Blender
C0028,2025-04-21,Water Heater
C0028,2025-04-21,Mop Attachment
C0028,2025-04-25,Leaf Blower
C0028,2025-04-25,Descaler
C0028,2025-04-25,Slicing Blade Set
C0028,2025-04-25,Firewood Rack
C0028,2025-04-25,Maintenance Plan
C0028,2025-05-12,Outdoor Fire Pit
C0028,2025-05-12,Dishwasher Pods
C0028,2025-07-09,Blender
C0028,2025-08-06,Refrigerator
C0029,2025-04-17,Dryer
C0029,2025-04-17,Extra Brushes
C0029,2025-04-17,Maintenance Plan
C0029,2025-06-10,Coffee Maker
C0029,2025-06-10,Lint Trap
C0029,2025-06-10,Fuel Stabilizer
C0029,2025-07-01,Food Processor
C0029,2025-07-01,Firewood Rack
C0029,2025-07-01,Fuel Stabilizer
C0029,2025-07-09,Stand Mixer
C0029,2025-07-09,Grill Brush
C0029,2025-07-13,Leaf Blower
C0029,2025-07-16,Coffee Maker
C0029,2025-07-16,Maintenance Plan
C0030,2025-04-19,Blender
C0030,2025-04-19,Recipe Book
C0030,2025-06-28,Stand Mixer
C0030,2025-08-07,Slow Cooker
C0030,2025-08-07,Extra Crock Insert
C0030,2025-08-07,Dryer Vent Kit
C0030,2025-08-07,Maintenance Plan
C0031,2025-04-28,Dishwasher
C0031,2025-04-28,Pressure Washer
C0031,2025-05-08,Microwave
C0031,2025-05-08,Surge Protector
C0031,2025-05-08,Extended Warranty
C0031,2025-05-08,Grill
C0031,2025-05-08,Maintenance Plan
C0031,2025-05-22,Air Purifier
C0031,2025-05-22,Extra Crock Insert
C0031,2025-05-22,Dehumidifier
C0031,2025-07-13,Water Heater
C0031,2025-07-13,Stand Mixer
C0031,2025-07-13,Cast Iron Griddle
C0031,2025-07-13,Water Filter
C0031,2025-07-13,Maintenance Plan
C0032,2025-04-25,Air Purifier
C0032,2025-04-25,Water Filter
C0032,2025-05-07,Air Purifier
C0032,2025-05-07,Vacuum
C0032,2025-05-07,Maintenance Plan
C0032,2025-05-16,Grill
C0032,2025-05-16,Stand Mixer
C0032,2025-05-16,Blender
C0032,2025-05-16,Propane Tank
C0032,2025-06-10,Lawn Mower
C0032,2025-06-20,Robot Vacuum
C0032,2025-06-20,HEPA Filter
C0032,2025-06-20,Furniture Covers
C0032,2025-07-25,Robot Vacuum
C0032,2025-07-25,Dough Blade
C0032,2025-07-25,Fuel Stabilizer
C0032,2025-08-06,Coffee Maker
C0032,2025-08-06,Light Kit
C0032,2025-08-06,Coffee Filters
C0032,2025-08-06,Maintenance Plan
C0033,2025-05-02,Dehumidifier
C0033,2025-05-05,Dehumidifier
C0033,2025-05-05,Range
C0033,2025-05-05,Dough Blade
C0033,2025-05-05,Dehumidifier
C0033,2025-07-10,Lawn Mower
C0033,2025-07-10,Microwave
C0033,2025-07-10,Maintenance Plan
C0034,2025-07-07,Robot Vacuum
C0034,2025-07-07,Shoulder Strap
C0034,2025-07-07,Toaster Oven
C0034,2025-07-07,Hose Extension
C0034,2025-07-12,Grill
C0034,2025-07-12,Ceiling Fan
C0034,2025-07-12,Grill Brush
C0034,2025-07-12,Range
C0034,2025-07-12,Maintenance Plan
C0035,2025-04-14,Range
C0035,2025-04-14,Lint Trap
C0035,2025-04-14,Slow Cooker
C0035,2025-05-03,Slow Cooker
C0035,2025-05-03,Maintenance Plan
C0035,2025-05-11,Pressure Washer
C0035,2025-05-11,Robot Vacuum
C0035,2025-05-14,Water Heater
C0035,2025-05-14,Lawn Mower
C0035,2025-05-14,Stacking Kit
C0035,2025-05-14,Expansion Tank
C0035,2025-05-14,Maintenance Plan
C0035,2025-05-26,Outdoor Fire Pit
C0035,2025-05-26,Grill Brush
C0035,2025-05-26,Baking Tray
C0035,2025-05-26,Shoulder Strap
C0035,2025-05-26,Maintenance Plan
C0035,2025-06-21,Vacuum
C0035,2025-06-21,Maintenance Plan
C0035,2025-07-25,Range
C0035,2025-07-25,Cast Iron Griddle
C0036,2025-04-12,Pressure Washer
C0036,2025-04-12,Extended Warranty
C0036,2025-04-22,Lawn Mower
C0036,2025-04-22,Hose Extension
C0036,2025-04-22,Pouring Shield
C0036,2025-04-22,Coffee Filters
C0037,2025-04-15,Robot Vacuum
C0037,2025-04-15,Coffee Maker
C0037,2025-04-15,Cushion Covers
C0037,2025-04-25,Portable Heater
C0037,2025-04-25,Slow Cooker
C0037,2025-04-25,Maintenance Plan
C0037,2025-05-02,Ceiling Fan
C0037,2025-05-02,Recipe Book
C0037,2025-05-02,Dishwasher Pods
C0037,2025-05-02,Safety Guard
C0037,2025-05-14,Stand Mixer
C0037,2025-05-14,Nozzle Set
C0037,2025-05-14,Nozzle Set
C0037,2025-05-14,Battery Pack
C0037,2025-06-08,Dishwasher
C0037,2025-06-08,Extra Filters
C0037,2025-06-08,Dryer
C0037,2025-06-12,Toaster Oven
C0037,2025-06-12,Shoulder Strap
C0037,2025-06-12,Spare Blades
C0037,2025-06-12,Maintenance Plan
C0037,2025-06-23,Robot Vacuum
C0037,2025-06-23,Washer Hoses
C0038,2025-06-03,Lawn Mower
C0038,2025-07-03,Robot Vacuum
C0038,2025-07-03,Carbon Filter
C0038,2025-07-30,Robot Vacuum
C0038,2025-07-30,Maintenance Plan
C0039,2025-05-30,Dishwasher
C0039,2025-05-30,Maintenance Plan
C0039,2025-06-07,Lawn Mower
C0039,2025-06-07,Toaster Oven
C0039,2025-06-07,Nozzle Set
C0039,2025-06-30,Dishwasher
C0039,2025-07-18,Robot Vacuum
C0039,2025-08-07,Dishwasher
C0039,2025-08-07,Coffee Maker
C0039,2025-08-07,Extra Pitcher
C0039,2025-08-07,Maintenance Plan
C0040,2025-06-25,Robot Vacuum
C0040,2025-06-25,Cast Iron Griddle
C0040,2025-06-25,Microwave
C0040,2025-08-05,Slow Cooker
C0041,2025-05-16,Air Purifier
C0041,2025-05-16,Pressure Washer
C0041,2025-06-01,Grill
C0041,2025-06-01,Nozzle Attachment
C0041,2025-06-01,Lint Trap
C0041,2025-06-01,Patio Furniture Set
C0041,2025-06-01,Maintenance Plan
C0041,2025-06-22,Pressure Washer
C0041,2025-06-22,Grill Grate
C0041,2025-06-22,Lawn Mower
C0041,2025-08-05,Food Processor
C0041,2025-08-05,Baking Tray
C0041,2025-08-05,Extra Crock Insert
C0041,2025-08-05,Maintenance Plan
C0042,2025-04-11,Range
C0042,2025-04-11,Extra Brushes
C0042,2025-05-25,Air Purifier
C0042,2025-05-25,Stacking Kit
C0042,2025-05-25,Dough Blade
C0042,2025-05-25,Maintenance Plan
C0042,2025-05-29,Refrigerator
C0042,2025-05-29,Microwave Trim Kit
C0042,2025-05-30,Blender
C0042,2025-05-30,Patio Furniture Set
C0042,2025-05-30,Hose Extension
C0042,2025-05-30,Safety Guard
C0042,2025-06-23,Patio Furniture Set
C0042,2025-08-06,Leaf Blower
C0042,2025-08-06,Grass Catcher
C0043,2025-05-05,Dehumidifier
C0043,2025-05-05,Safety Guard
C0043,2025-05-05,HEPA Filter
C0043,2025-06-27,Outdoor Fire Pit
C0043,2025-06-27,Extended Warranty
C0043,2025-06-27,Nozzle Set
C0043,2025-06-27,Nozzle Set
C0043,2025-07-05,Toaster Oven
C0043,2025-07-05,Maintenance Plan
C0044,2025-04-25,Toaster Oven
C0044,2025-04-25,Stand Mixer
C0044,2025-04-25,Outdoor Fire Pit
C0044,2025-04-29,Slow Cooker
C0044,2025-04-29,Extended Warranty
C0044,2025-04-29,Extra Filters
C0044,2025-04-29,Extra Filters
C0044,2025-05-30,Dehumidifier
C0044,2025-05-30,Nozzle Set
C0044,2025-05-30,Air Purifier
C0044,2025-05-30,Propane Tank
C0044,2025-06-12,Stand Mixer
C0044,2025-06-12,Extended Warranty
C0044,2025-06-12,Light Kit
C0044,2025-06-12,Remote Control
C0044,2025-06-22,Stand Mixer
C0044,2025-06-22,Ceiling Fan
C0044,2025-06-23,Water Heater
C0044,2025-06-23,Washer
C0044,2025-06-23,Maintenance Plan
C0045,2025-04-11,Air Purifier
C0045,2025-04-11,Extended Warranty
C0045,2025-04-11,Installation Kit
C0045,2025-04-11,Extended Warranty
C0045,2025-04-13,Toaster Oven
C0045,2025-04-13,Food Processor
C0045,2025-04-13,Extra Pitcher
C0045,2025-04-13,Nozzle Set
C0045,2025-04-16,Refrigerator
C0045,2025-08-02,Dryer
C0045,2025-08-02,Foam Cannon
C0045,2025-08-02,Furniture Covers
C0045,2025-08-02,Lint Trap
C0045,2025-08-04,Coffee Maker
C0045,2025-08-04,Grill Brush
C0045,2025-08-04,Fuel Stabilizer
C0045,2025-08-04,Mop Attachment
C0046,2025-06-16,Washer
C0046,2025-06-16,Firewood Rack
C0046,2025-07-07,Washer
C0046,2025-07-07,Lawn Mower
C0046,2025-07-07,Coffee Maker
C0046,2025-07-14,Pressure Washer
C0046,2025-07-14,Robot Vacuum
C0046,2025-07-14,Weather Cover
C0046,2025-07-23,Toaster Oven
C0046,2025-07-23,Leaf Blower
C0047,2025-05-04,Toaster Oven
C0047,2025-05-04,Baking Tray
C0047,2025-06-13,Dryer
C0047,2025-06-13,Lint Trap
C0047,2025-06-13,Outdoor Fire Pit
C0047,2025-08-02,Pressure Washer
C0047,2025-08-02,Air Purifier
C0047,2025-08-02,Air Purifier
C0047,2025-08-02,Patio Umbrella
C0048,2025-04-22,Refrigerator
C0048,2025-04-22,Maintenance Plan
C0048,2025-05-30,Food Processor
C0048,2025-05-30,Spare Blades
C0048,2025-05-30,Stand Mixer
C0048,2025-06-24,Microwave
C0048,2025-06-24,Grill
C0048,2025-06-24,Maintenance Plan
C0048,2025-07-26,Range
C0048,2025-07-26,Maintenance Plan
C0049,2025-05-01,Food Processor
C0049,2025-05-01,Oven Liners
C0049,2025-05-01,Shoulder Strap
C0049,2025-05-01,Blender
C0049,2025-05-01,Maintenance Plan
C0049,2025-06-15,Patio Furniture Set
C0049,2025-06-15,Cushion Covers
C0049,2025-06-15,Drain Hose
C0050,2025-05-14,Dryer
C0050,2025-06-29,Slow Cooker
C0050,2025-06-29,Anode Rod
C0050,2025-06-29,Dryer
C0050,2025-06-29,Foam Cannon
C0051,2025-04-16,Dehumidifier
C0051,2025-04-16,Dryer
C0051,2025-04-16,Maintenance Plan
C0051,2025-06-05,Ceiling Fan
C0051,2025-06-05,Extra Pitcher
C0052,2025-05-12,Food Processor
C0052,2025-05-12,Maintenance Plan
C0052,2025-05-18,Stand Mixer
C0052,2025-05-18,Furniture Covers
C0052,2025-06-02,Pressure Washer
C0052,2025-06-02,Baking Tray
C0052,2025-06-02,Slow Cooker
C0052,2025-06-02,Cast Iron Griddle
C0052,2025-06-02,Maintenance Plan
C0052,2025-06-26,Stand Mixer
C0052,2025-06-26,Air Purifier
C0052,2025-08-01,Stand Mixer
C0052,2025-08-01,Coffee Maker
C0052,2025-08-01,Light Kit
C0053,2025-04-18,Blender
C0053,2025-04-18,Firewood Rack
C0053,2025-04-25,Blender
C0053,2025-04-25,Furniture Covers
C0053,2025-06-03,Refrigerator
C0053,2025-06-03,Spare Blades
C0053,2025-06-03,Expansion Tank
C0053,2025-06-03,Maintenance Plan
C0053,2025-07-02,Coffee Maker
C0053,2025-07-02,Installation Kit
C0053,2025-07-02,Remote Control
C0053,2025-07-24,Slow Cooker
C0053,2025-07-24,Dishwasher
C0054,2025-05-06,Robot Vacuum
C0054,2025-05-06,Dryer Vent Kit
C0054,2025-05-18,Microwave
C0054,2025-05-18,Nozzle Attachment
C0054,2025-05-18,Grill Cover
C0054,2025-05-28,Portable Heater
C0054,2025-05-28,Grass Catcher
C0054,2025-05-31,Microwave
C0054,2025-06-09,Washer
C0054,2025-06-09,Remote Control
C0054,2025-06-09,Robot Vacuum
C0054,2025-06-09,Maintenance Plan
C0054,2025-06-23,Pressure Washer
C0054,2025-06-23,Extra Filters
C0054,2025-06-29,Washer
C0054,2025-06-29,Safety Guard
C0054,2025-06-29,Maintenance Plan
C0055,2025-04-23,Washer
C0055,2025-04-23,Slow Cooker
C0055,2025-04-23,Robot Vacuum
C0055,2025-04-23,Maintenance Plan
C0055,2025-07-03,Pressure Washer
C0055,2025-07-03,Ceiling Fan
C0055,2025-07-03,Extra Brushes
C0055,2025-08-02,Stand Mixer
C0055,2025-08-02,Extra Pitcher
C0055,2025-08-02,Shoulder Strap
C0056,2025-04-26,Range
C0056,2025-05-15,Leaf Blower
C0056,2025-05-15,Stand Mixer
C0056,2025-05-15,Baking Tray
C0056,2025-06-29,Slow Cooker
C0056,2025-06-29,Weather Cover
C0056,2025-07-29,Lawn Mower
C0056,2025-07-29,Maintenance Plan
C0056,2025-07-29,Dryer
C0056,2025-07-29,Toaster Oven
C0056,2025-07-29,Range
C0056,2025-07-31,Dishwasher
C0056,2025-07-31,Battery Pack
C0056,2025-07-31,Dishwasher Pods
C0056,2025-07-31,Dishwasher Pods
C0056,2025-08-07,Stand Mixer
C0057,2025-05-02,Food Processor
C0057,2025-05-02,Vacuum
C0057,2025-05-02,Pouring Shield
C0057,2025-05-09,Refrigerator
C0057,2025-06-21,Patio Furniture Set
C0057,2025-06-21,Stand Mixer
C0057,2025-06-21,Spare Blades
C0057,2025-06-21,Pressure Washer
C0057,2025-06-30,Leaf Blower
C0057,2025-06-30,Maintenance Plan
C0057,2025-07-26,Water Heater
C0057,2025-07-26,Range
C0057,2025-08-08,Washer
C0057,2025-08-08,Propane Tank
C0057,2025-08-08,Food Processor
C0057,2025-08-08,Rinse Aid
C0058,2025-04-21,Slow Cooker
C0058,2025-04-21,Pouring Shield
C0058,2025-04-21,Recipe Book
C0058,2025-05-24,Lawn Mower
C0058,2025-05-24,HEPA Filter
C0058,2025-05-24,Pizza Stone
C0058,2025-05-24,Drain Hose
C0058,2025-06-03,Patio Furniture Set
C0058,2025-06-03,Grill Cover
C0058,2025-06-03,Maintenance Plan
C0058,2025-06-16,Pressure Washer
C0058,2025-06-16,Dishwasher Pods
C0058,2025-06-16,Dishwasher
C0059,2025-05-11,Dishwasher
C0059,2025-05-11,Firewood Rack
C0059,2025-05-13,Coffee Maker
C0059,2025-05-13,Coffee Filters
C0059,2025-05-13,Patio Umbrella
C0059,2025-06-18,Food Processor
C0059,2025-06-18,Recipe Book
C0059,2025-06-18,Maintenance Plan
C0060,2025-04-27,Microwave
C0060,2025-04-27,Mop Attachment
C0060,2025-04-27,Maintenance Plan
C0060,2025-05-18,Lawn Mower
C0060,2025-05-24,Patio Furniture Set
C0060,2025-05-24,Patio Umbrella
C0060,2025-05-24,Maintenance Plan
C0060,2025-06-05,Slow Cooker
C0060,2025-06-05,Safety Guard
C0060,2025-06-05,Coffee Maker
C0060,2025-06-05,Extended Warranty
C0060,2025-07-01,Coffee Maker
C0060,2025-07-01,Maintenance Plan
C0060,2025-07-08,Air Purifier
C0060,2025-07-08,Dishwasher Pods
C0060,2025-07-08,Pizza Stone
C0060,2025-08-07,Dryer
C0060,2025-08-07,Extra Crock Insert
C0061,2025-04-19,Dishwasher
C0061,2025-05-01,Patio Furniture Set
C0061,2025-05-01,Cast Iron Griddle
C0061,2025-05-01,Portable Heater
C0061,2025-05-01,Water Heater
C0061,2025-05-17,Dryer
C0061,2025-05-17,Washer Hoses
C0061,2025-05-17,Installation Kit
C0061,2025-05-17,Robot Vacuum
C0061,2025-06-20,Blender
C0062,2025-05-12,Vacuum
